#time  op/s
 1.0,  4079
 2.0, 10433
 3.0, 11039
 4.0, 10955
 5.0,  9787
 6.0, 12718
 7.0, 10808
 8.0, 10746
 9.0, 11046
10.0, 11787
11.0, 12691
12.0,  9324
13.0, 12479
14.0,  7356
15.0, 10942
16.0, 10894
17.0, 11768
18.0, 12348
19.0, 11994
20.0,  9439
21.0, 12377
22.0,  9831
23.0, 11039
24.0, 14071
25.0, 12872
26.0, 12571
27.0, 10853
28.0, 10864
29.0,  8206
30.0, 10704
